ciclo,inicio,fin,duracion_s,resultado,bytes,elapsed_sfp_s,goodput_Bps,md5_match,exitosos_acum,fallidos_acum
1,2026-05-22 15:12:42,2026-05-22 15:13:01,18.2,TIMEOUT,,,,,0,1
