ciclo,inicio,fin,duracion_s,resultado,bytes,elapsed_sfp_s,goodput_Bps,md5_match,exitosos_acum,fallidos_acum
1,2026-05-22 15:09:26,2026-05-22 15:09:37,10.5,TIMEOUT,,,,,0,1
